,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
9007,30,admin.,single,secondary,0,625.5630841,0,1,cellular,57.43003543,6,-1,0,unknown,0,1,0,0,1,0,1,2848.965884,2572.211567,10993.58811,,1802.568829,,,79067.40996,2370.872276,
9176,47,admin.,married,secondary,0,38.64969939,0,1,cellular,149.124712,8,-1,0,unknown,0,1,0,0,1,0,1,2640.491679,2293.152098,17701.7349,7407.086983,-346.4796283,24.45168031,,109353.0492,309.9799595,
10100,26,admin.,married,secondary,0,5283.229617,0,1,cellular,251.8240889,2,-1,0,unknown,0,1,1,,,0,,3578.279509,3316.674914,9859.573409,10839.74944,964.1296167,7.21475727,,74634.34487,,13.25474884
10454,50,admin.,single,secondary,0,70.01317846,0,1,telephone,221.2859904,4,-1,0,unknown,0,1,0,0,1,0,1,2859.960473,2538.313025,9641.462309,7336.126571,2365.256352,10.95038621,,50048.42227,2600.878564,11.1119567
10767,20,admin.,single,secondary,0,359.2918534,0,1,cellular,176.7567343,1,-1,0,unknown,0,0,1,0,1,0,1,254.2974179,31.38450247,1978.222418,,-596.5676972,7.660987095,,61408.21069,1219.456896,8.530294205
1159,57,admin.,married,secondary,0,4486.442511,0,0,telephone,1452.197082,1,-1,0,unknown,1,1,0,0,1,0,1,,,9075.73405,10496.15698,1186.446851,-4.287226015,,122447.6761,,10.92488538
1378,28,admin.,single,secondary,0,1347.379034,0,0,cellular,499.0261687,1,-1,0,unknown,1,1,0,0,1,0,1,2615.110495,2892.052262,9772.255529,3237.595328,2666.098447,40.55376203,,84810.51777,4358.60229,5.901487862
1390,30,admin.,single,tertiary,0,403.8264085,0,0,cellular,187.3325512,2,-1,0,unknown,1,1,0,0,1,0,1,,,13594.72107,5042.572562,1256.986237,33.06444421,,68931.21112,5855.093903,25.27003606
1425,60,admin.,divorced,secondary,0,,0,0,telephone,245.4346378,1,-1,0,unknown,1,1,0,0,1,0,1,,1291.422215,3643.775035,13851.21842,89.91948641,41.32246928,,89121.07673,7059.994975,53.40215201
1693,26,admin.,single,unknown,0,291.0765528,0,0,cellular,490.8019524,1,80,1,success,1,1,0,0,1,0,1,,,14991.30962,6137.391248,958.5081638,24.00296614,,96761.07152,2071.770189,7.65676167
1837,51,admin.,married,secondary,0,3092.598556,0,0,cellular,503.6345213,1,352,1,other,1,0,1,0,1,0,1,,895.6178177,15869.61437,13835.27582,896.3901139,,,81498.90761,4173.237037,
2005,35,admin.,divorced,unknown,0,631.833939,0,0,cellular,677.8329808,1,312,3,failure,1,1,0,0,1,0,1,,30.86282537,,8139.629198,544.7575115,22.05655222,,109245.2618,6188.929264,
2252,42,admin.,single,secondary,0,728.8567644,0,0,cellular,243.3771586,1,-1,0,unknown,1,,0,1,1,0,1,1853.945191,,13188.6867,11905.78107,770.3317016,23.71743176,,75055.74245,2657.117625,44.99338853
2642,30,admin.,unknown,secondary,0,2666.958075,0,0,cellular,609.8795899,1,100,4,other,1,1,0,0,1,0,1,2596.529998,,5980.206363,2275.184587,259.8095876,,,24226.18262,6263.871697,
2645,55,admin.,married,secondary,0,639.946335,0,0,cellular,387.5894375,1,98,5,success,1,1,0,0,1,,1,1353.217854,1123.223978,7929.64597,8799.867514,1808.514351,23.46911733,,78439.0324,2196.422332,
2964,31,admin.,unknown,secondary,0,,0,0,cellular,266.7041794,1,-1,0,unknown,1,1,0,0,1,0,1,602.2181749,181.5546715,8389.924843,7360.999586,928.3096097,10.86717105,,100943.5035,-549.1919764,-2.158104536
3083,32,admin.,married,secondary,0,429.793451,0,0,cellular,352.8115121,2,-1,0,unknown,1,1,0,0,1,0,1,688.8635981,,11716.18962,-51.3113323,1351.113488,25.22610782,,75308.44745,3919.5634,13.84317615
3145,45,admin.,married,secondary,0,243.6264117,0,0,cellular,402.1522299,1,92,1,success,1,1,0,0,1,0,1,292.4698001,-497.2265683,12400.28224,12728.13545,739.2400668,25.6171423,,65213.92756,2241.760778,15.47643773
3589,65,admin.,married,unknown,0,,0,0,cellular,334.7637583,1,-1,0,unknown,1,1,1,0,1,0,1,1131.451777,649.1649278,18139.11148,5705.223695,679.1164953,15.3180398,,23301.67216,4010.107505,27.80844994
3748,35,admin.,single,unknown,0,423.878267,0,0,cellular,177.567325,1,412,3,other,1,1,0,1,1,0,1,597.0726902,-10.20071804,9980.220482,8191.119067,835.0717432,29.80191735,,59459.15181,6525.217803,
3887,42,admin.,divorced,secondary,0,2180.508797,0,0,cellular,669.5379811,1,182,2,other,1,1,0,1,1,0,1,1737.692971,1581.624008,2735.668141,7265.573315,,32.49048645,,16727.46615,3100.586478,38.17291938
4186,29,admin.,married,unknown,0,345.0233796,0,0,cellular,379.0969208,2,88,1,failure,1,1,0,0,1,0,,1429.554247,,,1236.980713,-90.71382159,,,41838.19851,6801.558639,20.47702821
4292,33,admin.,married,secondary,0,948.950544,0,0,cellular,373.0751967,1,-1,0,unknown,1,1,0,0,1,0,1,2509.00324,2659.184344,14025.91459,15108.9192,1594.054016,10.984086,,43698.61173,1596.702936,36.10875587
4625,33,admin.,married,secondary,0,707.396397,0,0,cellular,297.7646011,3,-1,0,unknown,1,1,0,0,1,0,1,1487.290738,1118.222226,11397.36743,-2057.588804,1860.747488,23.03085997,,31843.27779,5759.759802,2.675839586
4650,25,admin.,single,secondary,0,330.2947217,0,0,cellular,692.2834527,3,-1,0,unknown,1,1,0,0,1,0,1,,943.1262418,11036.92681,14745.91251,875.1158249,10.46877496,,85025.95495,2686.314779,-9.987147512
5076,51,admin.,unknown,secondary,0,270.3950512,0,0,cellular,358.2076368,2,-1,0,unknown,1,1,0,0,1,0,1,1528.600071,1137.556396,10372.57326,10571.29869,2568.055737,10.86601323,,55237.66024,1626.336748,60.22757541
5496,26,admin.,single,secondary,0,142.733046,0,0,cellular,649.2112138,1,345,1,failure,0,1,0,0,1,0,1,1866.862862,1662.548914,10286.0229,8219.265687,1074.21253,11.57809573,,120290.5371,2782.203066,13.59420056
6445,31,admin.,married,secondary,0,629.8921593,0,0,unknown,296.7975429,3,-1,0,unknown,0,1,0,0,1,0,1,700.8429274,197.2811056,16719.30474,5987.329017,1664.269715,9.574327241,,108078.4845,5992.810623,19.84023036
6723,45,admin.,divorced,unknown,0,,0,0,telephone,95.37833423,7,-1,0,unknown,0,1,0,1,1,0,1,,2266.621575,14102.32401,-2118.125216,,45.39856174,,68629.71575,3881.912001,15.7641145
6921,42,admin.,married,secondary,0,998.4976746,0,0,cellular,184.5240064,2,-1,0,unknown,0,1,1,0,1,0,1,1191.588295,873.7680627,10181.08207,5879.049057,2481.293443,8.56689846,,54746.46222,3099.844976,27.59937892
7357,25,admin.,unknown,secondary,0,647.6213903,0,0,cellular,257.232032,1,-1,0,unknown,0,1,0,0,1,,1,1470.326438,1090.807033,8415.290546,17367.1086,2609.994683,,,55351.44365,-758.5739829,41.44496262
7575,60,admin.,divorced,secondary,0,752.7561061,0,0,cellular,522.4698491,1,-1,0,unknown,0,0,1,0,1,0,1,,,8106.403232,,,22.60720063,,61311.27802,,29.98651684
7816,30,admin.,divorced,secondary,0,,0,0,cellular,123.4578289,2,-1,0,unknown,0,1,0,0,1,0,1,245.4860387,-717.4305359,11118.99768,,1710.600688,35.48450925,,69930.49362,2282.822405,8.003727297
8788,54,admin.,married,tertiary,0,29.66026854,0,0,cellular,144.0150543,2,-1,0,unknown,0,1,0,0,1,0,1,1110.729003,691.0400856,17803.41862,3846.142962,1754.066317,5.634849935,,75235.47434,377.351236,13.02428317
8802,34,admin.,married,secondary,0,340.1227931,0,0,cellular,76.78164788,1,-1,0,unknown,0,1,0,0,1,,1,1763.519252,1632.641813,12869.25607,8958.124773,291.158072,-4.81477073,,62203.3774,,13.08208755
8976,44,admin.,married,secondary,0,59.53573637,0,0,cellular,241.0696909,1,-1,0,unknown,0,0,1,0,1,0,1,297.0937607,-456.2277297,4350.596098,328.7533266,,24.87641764,,54717.34251,,21.52764634
10052,51,admin.,married,secondary,0,65.50831636,0,0,cellular,227.8993162,2,-1,0,unknown,0,1,1,0,1,0,1,,988.4726659,9316.101675,3373.900711,1506.926886,,,86711.78245,700.5544237,14.06517164
10579,38,admin.,unknown,secondary,0,4094.620578,0,0,unknown,386.5778725,2,-1,0,unknown,0,1,0,0,1,0,1,,973.8753171,10448.93079,7266.224115,1874.462933,14.77754192,,81977.33013,4441.37187,28.44101652
10825,27,admin.,unknown,tertiary,0,,0,0,cellular,358.8762551,1,-1,0,unknown,0,1,0,0,1,0,1,,3703.916623,8097.727241,6237.827238,-1668.901727,30.81973918,,27269.08235,1398.425921,8.153396381
10969,41,admin.,single,secondary,0,,0,0,telephone,314.1597216,2,-1,0,unknown,0,1,0,1,1,0,1,,,6660.397736,-996.2610967,,,,117334.3354,1887.464063,39.27957074
8594,57,admin.,married,primary,0,241.7231553,1,1,cellular,229.9813863,2,-1,0,unknown,0,1,0,0,0,0,1,5262.831553,4054.343695,6704.38941,,,,,107634.579,1448.210352,46.90121905
9363,46,admin.,married,secondary,0,78.47804259,1,1,cellular,254.6336048,2,259,2,failure,0,1,0,,0,0,1,3405.547579,2900.035525,11160.83741,,,,,56917.28517,4898.536172,12.10664511
10061,31,admin.,married,unknown,0,712.8786682,1,1,cellular,180.2242332,1,352,4,failure,0,1,0,1,0,0,1,2140.819563,2291.132547,26132.21123,,,,,26036.70081,-1341.422118,26.4116966
848,59,admin.,married,secondary,0,1666.199974,1,0,cellular,1272.718361,11,-1,0,unknown,1,1,0,1,0,0,1,2164.385204,1886.819104,8929.095274,,,,,109399.9816,5746.66491,23.062397
3031,32,admin.,single,secondary,0,196.4459451,1,0,cellular,350.3642454,1,189,1,success,1,1,0,1,0,0,1,4162.938051,,7122.940662,,,,,48088.26731,4029.729676,
3556,30,admin.,single,secondary,0,288.608106,1,0,cellular,718.1593448,1,181,2,success,1,1,0,0,0,0,1,,3286.350751,7358.017743,,,,,62465.01069,1240.540397,
3693,38,admin.,married,unknown,0,,1,0,cellular,510.9470106,4,239,7,success,1,1,1,0,0,0,1,3005.324821,2843.038356,8343.975988,,,,,39230.71352,7306.466939,17.44255932
4140,57,admin.,single,secondary,0,,1,0,unknown,525.5094406,1,-1,0,unknown,1,0,1,1,0,0,1,1239.505086,1127.743036,20357.88322,,,,,68121.1582,2514.347157,24.69591871
4695,57,admin.,married,secondary,0,457.136546,1,0,cellular,641.2183902,1,340,2,other,1,1,0,0,0,,1,1208.537341,1077.736738,13530.29656,,,,,67993.76021,3275.769736,
5683,34,admin.,unknown,secondary,0,207.5785836,1,0,cellular,122.6427251,2,365,1,failure,0,1,0,,0,0,1,1242.585058,1098.775839,9458.306877,,,,,105921.6063,4171.905573,14.0154484
6335,29,admin.,single,secondary,0,-100.6366408,1,0,cellular,174.7402614,1,-1,0,unknown,0,1,0,0,0,0,1,3394.491755,3305.702498,11917.33102,,,,,47938.4473,5890.890616,43.59184269
6510,34,admin.,married,unknown,0,18.69801179,1,0,cellular,61.91809673,4,-1,0,unknown,0,1,0,0,0,0,1,2678.752638,2436.615058,3510.372175,,,,,46759.48435,913.2007862,22.06637898
7637,55,admin.,married,secondary,0,225.4444341,1,0,unknown,170.9792178,1,-1,0,unknown,0,1,1,0,0,0,1,6519.311753,6352.05041,14549.06589,,,,,64272.28172,2496.295605,22.52956381
8280,34,admin.,unknown,unknown,0,6938.51904,1,0,cellular,46.6883246,5,-1,0,unknown,0,1,1,1,0,0,1,3970.562599,3734.379397,11958.63222,,,,,64730.2547,-3032.06397,34.90043861
9234,33,admin.,married,secondary,0,25.49466722,0,1,cellular,241.7768238,5,-1,0,unknown,0,1,0,0,0,0,1,2048.653191,1765.411824,8486.370224,,,,,63118.68602,1366.311148,44.8336176
1594,39,admin.,married,tertiary,0,1142.978689,0,0,cellular,227.2458171,1,-1,0,unknown,1,1,1,0,0,0,1,1377.094958,1040.958197,10034.40698,,,,,67417.75879,1998.579269,40.63312423
2494,57,admin.,single,unknown,0,2263.421574,0,0,cellular,1106.603464,1,-1,0,unknown,1,1,0,0,0,0,1,2747.826519,,,,,,,15562.07304,2361.438283,45.07864823
4783,36,admin.,married,tertiary,0,60.36377984,0,0,cellular,602.1306938,1,-1,0,unknown,1,1,0,0,0,0,1,2862.19136,,,,,,,101216.0452,1757.585322,
6666,38,admin.,married,unknown,0,4869.647389,0,0,unknown,1320.20727,3,-1,0,unknown,0,,1,0,0,0,1,2016.179501,1918.090749,808.1536399,,,,,85744.52116,-623.5074294,47.84758265
419,34,admin.,married,secondary,0,-0.600413191,1,1,cellular,967.1822566,1,-1,0,unknown,1,1,0,1,1,1,0,1402.763764,1785.267302,,13405.1357,-26.01188617,42.33400612,51931.61906,,1826.639121,11.96851831
555,36,admin.,married,secondary,0,241.3477737,1,1,cellular,1209.836241,6,-1,0,unknown,1,1,0,,1,1,0,,3504.251411,17203.51093,5619.478839,2620.655038,20.29900261,47006.54164,,1623.184914,-2.069991587
884,47,admin.,divorced,unknown,0,576.4374779,1,1,telephone,500.3721193,1,-1,0,unknown,1,1,0,0,1,1,0,2876.408312,,8967.120468,,2562.425877,10.91543501,30633.2062,,1095.831857,55.61942714
1248,44,admin.,divorced,secondary,0,501.8971871,1,1,cellular,140.9630457,1,257,1,other,1,1,0,0,1,1,0,,,,13033.90048,1372.965211,4.587530018,47170.85565,,,26.37269372
1794,58,admin.,married,secondary,0,2176.910914,1,1,cellular,1091.502178,1,-1,0,unknown,1,1,0,0,1,1,,,1902.398958,11073.86817,21113.45244,4598.115657,13.87832521,28156.64662,,794.0609022,16.11186589
1899,47,admin.,married,secondary,0,,1,1,cellular,450.0541717,1,274,6,other,1,1,1,0,1,1,0,4982.618882,,15614.67423,6666.031144,395.1306017,41.71371752,37955.332,,793.5673075,5.864481062
1983,33,admin.,single,secondary,0,390.0284962,1,1,cellular,928.3818806,3,-1,0,unknown,1,1,1,1,1,1,0,4205.412107,,6967.981511,14776.90345,994.4098123,21.5741406,19692.4095,,4668.566411,26.5665824
2087,28,admin.,single,unknown,0,25.69579908,1,1,cellular,430.918631,5,-1,0,unknown,1,1,0,0,,1,0,2921.354849,2753.646279,2729.473111,12188.1922,1875.044169,24.08859838,29810.03102,,1379.719939,-3.09228567
2688,41,admin.,unknown,secondary,0,6062.236418,1,1,telephone,210.7309263,2,-1,0,unknown,1,1,0,0,1,1,,6861.020853,5152.074131,13442.85961,13076.96389,1913.001329,31.2871967,18792.62559,,749.0945075,8.049092276
4156,32,admin.,married,secondary,0,123.1728151,1,1,cellular,197.8950357,1,87,2,other,1,1,0,0,1,1,0,849.9447155,1493.944854,10166.24425,10028.07018,771.395472,34.8951541,61503.82705,,,
4255,30,admin.,married,secondary,0,1262.668829,1,1,unknown,432.952234,2,-1,0,unknown,1,1,0,0,1,1,0,346.87285,,,13180.07191,,11.14919944,39258.04665,,-488.7447491,-2.016639667
4989,37,admin.,single,secondary,0,245.5074909,1,1,unknown,760.7025389,2,-1,0,unknown,1,1,0,0,1,,0,387.2906251,,10244.12822,-6609.026585,118.2824486,1.188000378,43966.53122,,-299.500608,27.77958835
5069,46,admin.,married,secondary,0,605.1910683,1,1,unknown,686.7453266,3,-1,0,unknown,1,0,1,0,1,1,0,,-1027.191907,18461.17426,10648.18666,3188.169924,4.0294113,43277.11746,,,-6.85503007
5109,48,admin.,married,primary,0,3765.532154,1,1,telephone,1082.110542,9,-1,0,unknown,1,0,1,0,1,1,0,4600.637004,3629.94014,13339.48433,7181.331537,2979.04664,18.717527,18684.03089,,7768.810277,
6089,54,admin.,married,unknown,0,17.31394985,1,1,cellular,134.3936446,1,-1,0,unknown,0,1,0,0,1,1,0,5666.011337,4330.183389,15565.5152,6806.972823,1994.711349,24.93107197,42419.61964,,820.9299898,31.02188071
6417,27,admin.,single,secondary,0,707.1681155,1,1,cellular,487.8838985,3,-1,0,unknown,0,1,0,,1,,0,3493.998412,3150.066927,7950.216415,11513.972,658.2544584,35.64240977,31827.31906,,,
6501,29,admin.,divorced,secondary,0,,1,1,unknown,527.2948178,1,-1,0,unknown,0,1,0,0,1,1,0,1522.011584,1844.639616,,5753.370087,1065.696316,24.23781044,32777.34626,,3593.914736,18.56879791
6751,26,admin.,unknown,secondary,0,654.4185469,1,1,unknown,254.3483604,1,-1,0,unknown,0,1,,0,1,1,0,,4799.534384,8969.362897,6474.920794,,24.57013463,31160.10103,,4227.903128,27.51418572
7365,41,admin.,divorced,unknown,0,205.655973,1,1,cellular,76.17236608,2,-1,0,unknown,0,0,1,1,1,1,0,5388.041798,4113.412556,13756.41369,4401.172814,-231.2526483,-1.44814568,32540.7365,,6043.731533,30.522366
8260,34,admin.,married,unknown,0,697.2703684,1,1,unknown,488.1619836,1,-1,0,unknown,0,1,0,1,1,1,0,7163.277225,5249.016567,12261.33095,8937.583102,3136.117025,12.20824057,36133.50807,,3418.02456,13.44295381
9574,59,admin.,single,secondary,0,,1,1,cellular,98.64862123,1,-1,0,unknown,0,1,0,0,1,1,0,,1318.388698,15550.07244,3500.182296,1831.210948,17.95804298,12834.87916,,6139.51102,-11.40795342
9697,32,admin.,married,tertiary,0,441.4415212,1,1,cellular,118.8816364,1,243,1,other,0,1,0,0,1,1,0,,,13356.80881,7382.676695,,-4.974428551,43033.29236,,3096.101413,
10280,47,admin.,unknown,unknown,0,881.5289217,1,1,unknown,319.795086,1,-1,0,unknown,0,1,,0,1,1,0,1944.322116,2112.685724,10448.33576,6806.010897,1896.028843,,40238.2711,,3168.594782,45.99359949
10491,46,admin.,divorced,secondary,0,1225.7711,1,1,cellular,877.8464767,1,307,1,other,0,1,0,,1,1,0,,,14388.91778,11554.83681,2584.468415,-3.255633625,45582.36903,,1518.073315,34.70619502
10573,44,admin.,unknown,secondary,0,1101.4753,1,1,cellular,13.77657251,7,325,19,failure,0,1,0,0,1,1,0,,,6702.841545,2489.35977,456.4236479,11.8226837,28497.6715,,7431.686672,7.093984045
10610,50,admin.,married,secondary,0,1145.189531,1,1,cellular,119.5248333,8,-1,0,unknown,0,1,0,0,1,1,0,5000.972929,3901.279118,10844.0454,-1474.937712,1245.564677,35.37302853,30261.14112,,145.9687426,19.14468056
242,46,admin.,single,secondary,0,927.5414544,1,0,unknown,528.5442972,2,-1,0,unknown,1,1,0,0,1,1,0,7290.062134,7032.531705,7905.001233,1417.073838,557.9560387,,46665.85048,,4902.763625,30.70239605
438,44,admin.,married,secondary,0,,1,0,cellular,925.4698201,2,-1,0,unknown,1,1,0,0,1,1,0,5422.017367,5216.645496,16258.3477,9917.941652,1175.032551,28.90397824,5239.181013,,4860.396411,
445,43,admin.,married,tertiary,0,251.1733696,1,0,cellular,1081.926528,4,-1,0,unknown,1,1,0,0,1,1,0,2484.953709,2366.714704,4664.957997,7884.610195,820.7099659,1.747825923,16641.66624,,3811.557973,9.554979279
491,33,admin.,unknown,unknown,0,43.51534552,1,0,telephone,1466.000111,7,-1,0,unknown,1,1,0,0,1,1,0,1945.626627,1782.66963,11834.21826,7209.946242,1337.758599,13.05703505,9859.863159,,2567.689701,19.47933441
897,44,admin.,unknown,unknown,0,458.1191699,1,0,telephone,101.7018231,1,-1,0,unknown,1,1,0,1,1,1,0,,4569.973424,12992.74471,15761.29772,1225.614309,36.34700363,33027.45268,,1607.944657,35.94225191
1356,37,admin.,single,tertiary,0,1018.966111,1,0,cellular,232.8508725,1,-1,0,unknown,1,1,,0,1,1,,3243.589365,3104.587942,16784.17116,,-232.1413042,-0.460561484,34271.22166,,931.0740376,17.91040925
1443,35,admin.,unknown,secondary,0,,1,0,cellular,238.2127699,1,-1,0,unknown,1,1,0,0,1,1,0,4613.732191,4516.728981,10023.87085,8588.673477,1624.846248,4.524050043,16840.77722,,5186.613266,25.47057811
1630,37,admin.,unknown,unknown,0,,1,0,cellular,151.0948358,1,-1,0,unknown,1,1,0,0,1,1,0,2418.979632,2333.34607,17310.61337,18821.53389,3005.104661,,31431.37631,,2714.819416,-1.932939304
1812,27,admin.,unknown,secondary,0,65.40094807,1,0,cellular,887.2713819,1,-1,0,unknown,1,1,0,0,1,1,0,4006.905458,3817.125196,6259.329474,13610.88668,-456.5693035,43.809715,29147.63279,,4026.729871,28.3738162
1904,37,admin.,single,primary,0,1009.903157,1,0,cellular,693.5355084,3,328,22,other,1,1,1,1,1,1,0,1850.553267,1574.227663,8883.783656,10362.72639,1217.705567,34.72817619,54342.73629,,6193.543796,35.74889339
1975,29,admin.,divorced,secondary,0,,1,0,cellular,435.699754,2,-1,0,unknown,1,1,0,0,1,1,0,4303.867175,,13073.20959,6573.511411,1679.375176,54.44748853,29232.17329,,,21.04633531
2031,39,admin.,divorced,secondary,0,935.4076819,1,0,cellular,631.1066698,5,-1,0,unknown,1,1,0,,1,1,0,,,21905.65485,15051.07213,2416.582189,21.69114728,44341.82556,,3493.845462,13.58109658
2034,42,admin.,unknown,secondary,0,277.2509389,1,0,cellular,1074.052468,3,-1,0,unknown,1,1,0,1,1,1,0,2921.741626,,7401.235535,1815.211833,-752.3521566,15.16534489,19412.39239,,2083.395924,26.98882655
2110,43,admin.,single,secondary,0,,1,0,cellular,324.5569903,1,187,3,success,1,1,0,0,1,1,0,,3935.805246,7594.052851,9731.700294,2249.926226,15.54928192,20729.44728,,-103.3152784,48.87788
2235,45,admin.,married,secondary,0,251.718471,1,0,cellular,229.9308466,2,-1,0,unknown,1,,0,1,1,,0,4521.999074,4378.612427,9386.477578,5868.550919,1896.421051,23.4012699,861.1622779,,2847.898068,7.905338632
2364,39,admin.,divorced,secondary,0,92.01880879,1,0,cellular,520.6007334,2,147,5,success,1,1,0,0,1,1,0,6269.695631,,19400.34045,,847.6948698,31.54203422,49177.92124,,4534.587253,27.33653237
2786,46,admin.,unknown,secondary,0,,1,0,cellular,439.9461797,1,-1,0,unknown,1,0,1,0,1,1,0,3469.307106,3290.602306,9889.179415,13148.06871,1000.037658,8.540001387,32343.95775,,-997.5278883,15.4205128
2842,30,admin.,unknown,secondary,0,,1,0,cellular,558.5957532,3,272,1,failure,1,1,0,0,1,1,0,1927.127787,1611.233443,,-2496.43253,855.6790266,,23268.92951,,3426.051453,27.87297998
3106,61,admin.,married,unknown,0,,1,0,cellular,206.2583663,1,92,1,success,1,1,0,0,1,1,0,1182.780325,963.1606521,7161.642665,19385.06484,374.1999728,-0.953043448,-11738.01701,,-527.5494315,10.10416784
3164,23,admin.,unknown,tertiary,0,933.3899863,1,0,cellular,222.9776703,2,280,8,failure,1,1,0,1,1,1,0,,628.5993929,11084.02741,-693.9492911,526.5863542,,34864.11365,,2092.665751,23.17271041
3447,46,admin.,unknown,primary,0,450.0903025,1,0,cellular,500.9007838,2,369,2,success,1,1,0,1,1,1,0,3820.632761,3704.983765,18627.90073,8479.037668,1910.935577,16.64416729,6918.101314,,1072.68683,22.24829043
3526,50,admin.,married,unknown,0,3669.490806,1,0,cellular,249.8104866,8,182,4,success,1,1,0,1,1,1,0,5533.692186,5447.917886,4540.467249,9250.117529,285.1045687,20.94468339,27237.35512,,3766.05374,
3542,29,admin.,unknown,secondary,0,1148.239768,1,0,unknown,61.00510602,1,357,1,other,1,1,0,1,1,1,0,2580.793601,,,3629.899487,1402.669157,12.53936006,28260.22222,,4882.651169,36.6678444
3951,33,admin.,single,secondary,0,587.4246876,1,0,cellular,220.3790384,1,365,1,success,1,1,0,0,1,1,0,3839.44082,3551.854718,12627.79547,12007.27737,,30.96342636,1902.585335,,1828.312505,10.30675392
4411,33,admin.,married,secondary,0,-301.050287,1,0,cellular,298.5543706,1,345,1,failure,1,1,1,0,1,1,0,4421.159529,,8706.051789,9423.946184,1733.53398,,56403.7384,,4263.314202,17.00056488
